Response ID,Progress,Duration (in seconds),Finished,Distribution Channel,User Language,"Please read Participant Information Sheet, if you agree with the information provided, are willing to participant in and are 18 years old or above, please click ‘Proceed’ to continue the survey. Otherwise, click ‘close’ to end the survey.",What is your current occupation? - Selected Choice,What is your current occupation? - Other (please specify): - Text,"What is your current occupation? - If you are a student, what year of study are you in?","What is your current occupation? - If you are a teacher, how many years have you been teaching?","What is your current occupation? - If you are a developer, how many years of experience do you have?",What is your current occupation? - How many years of experience do you have in this field?,How often do you use GenAI tools?,Which GenAI tools have you used or are currently using? (Select all that apply) - Selected Choice,Which GenAI tools have you used or are currently using? (Select all that apply) - Other (Please specify): - Text,"Are you or have you previously been a student in a software development-related program during the era of GenAI? If yes, please answer the following questions from a student's perspective","Using GenAI tools (e.g., ChatGPT, GitHub Copilot) improves my academic performance.",GenAI tools increase my productivity in learning software development.,I find GenAI tools enhance my learning effectiveness.,Where did you learn how to use GenAI tools effectively?(Select all that apply) - Selected Choice,Where did you learn how to use GenAI tools effectively?(Select all that apply) - Other (please specify): - Text,For what tasks do you primarily use AI tools in your coursework? (Select all that apply) - Selected Choice,For what tasks do you primarily use AI tools in your coursework? (Select all that apply) - Other (Please specify): - Text,What are the main challenges you face when using AI tools in your studies? (Select all that apply) - Selected Choice,What are the main challenges you face when using AI tools in your studies? (Select all that apply) - Other (Please specify): - Text,What are the key benefits of using GenAI in your studies? (Select all that apply) - Selected Choice,What are the key benefits of using GenAI in your studies? (Select all that apply) - Other (Please specify): - Text,My interaction with GeAI tools is clear and understandable.,Using GenAI tools does not require much mental effort.,I find it easy to use GenAI tools for learning.,I find it easy to get GenAI tools to do what I want it to do for learning.,Learning to use GenAI tools is relevant to my future career in software development.,My teacher let me think I should use GenAI tools for learning.,My peers let me think I should use GenAI tools for learning.,What ethical concerns do you have about using GenAI tools in your studies? (Select all that apply) - Selected Choice,What ethical concerns do you have about using GenAI tools in your studies? (Select all that apply) - Other (Please specify): - Text,My use of GenAI tools in my studies is voluntary.,The quality of the output I get from GenAI tools is high and satisfactory.,I find it easy to explain how I used GenAI tools and to help others understand the results.,I can easily explain the benefits of using GenAI tools for learning to others.,"Assuming I have access to GenAI tools, I intend to use them for learning.","Given that I have access to GenAI tools, I will continue using them for learning.","If I use GenAI tools in my studies, I would use it for: (Select all that apply)",In what ways do you engage with GenAI tools beyond academic purposes? (open-ended),"Are you currently or have you ever been a teacher in a software development related program in the era of GenAI ? If yes, please answer the following questions from a teacher's perspective.",Using GenAI tools improves my performance in teaching software development.,GenAI tools increase my productivity as an educator.,I find GenAI tools enhance my overall effectiveness in teaching.,I think what I teach is relevant to what student need in the workplace.,Where did you learn how to use GenAI tools effectively in your teaching? - Selected Choice,Where did you learn how to use GenAI tools effectively in your teaching? - Other (please specify): - Text,"For what tasks do you primarily use GenAI tools in your teaching?
(Select all that apply) - Selected Choice","For what tasks do you primarily use GenAI tools in your teaching?
(Select all that apply) - Other (Please specify): - Text",What challenges do you face when using AI tools in your teaching? - Selected Choice,What challenges do you face when using AI tools in your teaching? - Other (Please specify): - Text,What are the key benefits of using GenAI tools in your teaching? - Selected Choice,What are the key benefits of using GenAI tools in your teaching? - Other (Please specify): - Text,My interaction with GeAI tools is clear and understandable.,Using GenAI tools does not require much cognitive effort.,I find it easy to integrate GenAI tools into my teaching practices.,Using GenAI tools is relevant to my role as an educator in software development.,I believe learning to use GenAI tools is relevant to my career in education.,I think teaching students to use GenAI tools is relevant to their future careers.,"My directors, colleagues and students let me think I should use GenAI tools for teaching.",What ethical concerns do you have about using GenAI tools in your teaching? - Selected Choice,What ethical concerns do you have about using GenAI tools in your teaching? - Other (Please specify): - Text,My use of GenAI tools in teaching is voluntary.,My institution does not require me to use GenAI tools in teaching.,The quality of teaching materials I produce with GenAI tools is high and satisfactory.,I have no difficulty explaining the results of using GenAI tools in teaching to others.,I can easily communicate the benefits of using GenAI tools for teaching to others.,"Assuming I have access to GenAI tools, I intend to use them in teaching.","Given that I have access to GenAI tools, I predict I will continue using them in teaching.","If I use GenAI tools in my teaching, I would use it for: (Select all that apply)","When using GenAI tools in my teaching, I most value: (Select all that apply)","Are you currently, or have you ever been, a software developer during the era of GenAI? If yes, please answer the following questions from a software developer's perspective.",Using GenAI tools improves my job performance as a software developer.,GenAI tools increase my productivity in the workplace.,I find GenAI tools enhance my overall effectiveness at work.,Where did you learn how to use GenAI tools effectively? (Select all that apply) - Selected Choice,Where did you learn how to use GenAI tools effectively? (Select all that apply) - Other (please specify): - Text,For what tasks do you primarily use AI tools in your work? (Select all that apply) - Selected Choice,For what tasks do you primarily use AI tools in your work? (Select all that apply) - Other (Please specify): - Text,What are the main challenges you face when using AI tools in your work? (Select all that apply) - Selected Choice,What are the main challenges you face when using AI tools in your work? (Select all that apply) - Other (Please specify): - Text,What are the key benefits of using GenAI in your software development work? (Select all that apply) - Selected Choice,What are the key benefits of using GenAI in your software development work? (Select all that apply) - Other (Please specify): - Text,My interaction with GenAI tools is clear and understandable.,Using GenAI tools does not require much cognitive effort.,I find it easy to integrate GenAI tools into my daily workflow.,Using GenAI tools is relevant to my role as a software developer.,My colleagues and managers (People who influence my behavior) think I should use GenAI tools at work.,"What ethical concerns do you have about using GenAI tools in your work?
(Select all that apply) - Selected Choice","What ethical concerns do you have about using GenAI tools in your work?
(Select all that apply) - Other (Please specify): - Text",My use of GenAI tools in my job is voluntary.,My supervisor/manager does not require me to use GenAI tools.,The quality of work I produce with GenAI tools is high and satisfactory.,I have no difficulty explaining the results of using GenAI tools to others.,I can easily communicate the benefits of using GenAI tools for work to others.,"Assuming I have access to GenAI tools, I intend to use them for work.","Given that I have access to GenAI tools, I will continue using them.","If I use GenAI tools in my software development work, I would use it for: (Select all that apply)","When using GenAI tools in my development process, I most appreciate: (Select all that apply)",Q_DataPolicyViolations,Q27 - Actionability,Q27 - Effort,Q27 - Effort Numeric,Q27 - Emotion Intensity,Q27 - Emotion,Q27 - Parent Topics,Q27 - Sentiment Polarity,Q27 - Sentiment Score,Q27 - Sentiment,Q27 - Topic Sentiment Label,Q27 - Topic Sentiment Score,Q27 - Topics,Q27 - Topic Hierarchy Level 1
R_9aFxZox42ShLKvC,100,325,TRUE,anonymous,EN,Proceed,Student in Software Development,,4,,,,I use them frequently (daily or multiple times a day),"ChatGPT (Plus / Pro),GitHub Copilot,Deepseek",,Yes,Disagree,Strongly agree,Agree,"Peer discussions or study groups,Self-exploration and experimentation,From friends or classmates",,"Code generation,Understanding requirements,Writing documentation,Refactoring code,Explaining code,Debugging or finding bugs,Creating test cases",,"I struggle with assessing the accuracy/reliability of the information provided by AI tools.,I struggle with the AI tools providing responses that are too generic/not tailored to my needs.",,"Improved code quality,Faster understanding of concepts,Reduced workload,Ensuring solutions are correct",,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,"Overreliance on AI, reducing actual learning,Bias in AI-generated outputs",,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,"Learning new concepts,Correcting grammar mistakes,Collaborating with classmates,Understanding difficult topics,Getting feedback on my work",Daily tasks,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,
R_9bH2SSzgNVH99hn,100,88,TRUE,anonymous,EN,Proceed,Other (please specify):,PhD Student in Computer Science,,,,8,I use them frequently (daily or multiple times a day),"ChatGPT (Plus / Pro),GitHub Copilot,Deepseek",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9niixKpSITkqpHP,100,847,TRUE,anonymous,EN,Proceed,Software Developer,,,,2,,I use them frequently (daily or multiple times a day),"ChatGPT (Plus / Pro),New Bing",,Yes,Strongly agree,Strongly agree,Strongly agree,Self-exploration and experimentation,,"Explaining code,Debugging or finding bugs",,"I struggle with assessing the accuracy/reliability of the information provided by AI tools.,I struggle with the AI tools providing responses that are too generic/not tailored to my needs.",,"Increased assignment speed and efficiency,Improved code quality,Faster understanding of concepts,Reduced workload",,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,"Potential for cheating or academic dishonesty,Overreliance on AI, reducing actual learning",,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,"Learning new concepts,Correcting grammar mistakes,Understanding difficult topics,Skipping the need to do my own research",Jot down any random question ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Strongly agree,Strongly agree,Strongly Agree,Self-exploration and experimentation,,"Understanding software requirements,Debugging or finding bugs",,I struggle with assessing the accuracy/reliability of the information provided by AI tools,,"Increased development speed and efficiency,Faster understanding of new technologies or concepts,Reduced workload or task redundancy,Achieving higher productivity without additional effort",,Agree,Agree,Neutral,Strongly agree,Strongly Disagree,"Overreliance on AI, reducing my own problem-solving and coding skills,AI tools providing solutions that are not fully reliable or secure,Ethical concerns around AI-generated code being used in malicious ways",,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Improving the quality of my code,Debugging or finding bugs in my code","Increasing efficiency in writing code,Reducing time spent on testing and debugging",,suggestions,Neutral,0,None,None,,0,0,Neutral,,,Unknown,
R_4P5OlB60LDqk4WL,100,467,TRUE,anonymous,EN,Proceed,Student in Software Development,,First year PhD student,,,,I use them frequently (daily or multiple times a day),"ChatGPT (Plus / Pro),Claude,Deepseek",,Yes,Strongly agree,Strongly agree,Strongly agree,"Online tutorials or courses (e.g., Coursera, YouTube),Self-exploration and experimentation,From friends or classmates",,"Code generation,Writing documentation,Refactoring code,Explaining code,Debugging or finding bugs,Creating test cases",,"I struggle with assessing the accuracy/reliability of the information provided by AI tools.,I struggle with the AI tools providing responses that are too generic/not tailored to my needs.",,"Increased assignment speed and efficiency,Improved code quality,Faster understanding of concepts,Reduced workload",,Neutral,Strongly Disagree,Agree,Disagree,Strongly agree,Neutral,Neutral,Bias in AI-generated outputs,,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Learning new concepts,Correcting grammar mistakes,Automatically generating assignments answers,Understanding difficult topics,Getting feedback on my work","Gain knowledge in other fields, such as general common sense.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestions,Neutral,0,None,None,,0,0,Neutral,,,Unknown,
R_9F4XX2xRFSu57OH,100,292,TRUE,anonymous,EN,Proceed,Student in Software Development,,3,,,,I use them frequently (daily or multiple times a day),"ChatGPT (Free version),ChatGPT (Plus / Pro),GitHub Copilot,Gemini,Llama,Claude,Deepseek,Other (Please specify):",豆包,Yes,Strongly agree,Strongly agree,Strongly agree,"Peer discussions or study groups,Self-exploration and experimentation,From friends or classmates,Educational webinars or conferences",,"Code generation,Reviewing lecture materials,Writing documentation,Refactoring code,Explaining code,Debugging or finding bugs,Creating test cases",,Other (Please specify):,They are too good. I don’t know how to improve them.,"Improved code quality,Faster understanding of concepts,Reduced workload,Ensuring solutions are correct",,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Strongly Agree,"Potential for cheating or academic dishonesty,Bias in AI-generated outputs",,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Learning new concepts,Correcting grammar mistakes,Collaborating with classmates,Understanding difficult topics,Getting feedback on my work",Learn English from them,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestions,Neutral,0,None,None,,0,0,Neutral,,,Unknown,
R_9CCGvpB815tkyJ6,100,54,TRUE,anonymous,EN,Proceed,Other (please specify):,Student in CV,,,,3,I use them frequently (daily or multiple times a day),"ChatGPT (Free version),ChatGPT (Plus / Pro),GitHub Copilot,Gemini,Llama,Claude,Deepseek",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7gXycmL5tR5tINC,100,389,TRUE,anonymous,EN,Proceed,"Teacher in Software Development,Software Developer",,,10,20,,I use them frequently (daily or multiple times a day),"ChatGPT (Free version),GitHub Copilot,Llama",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Agree,Disagree,Strongly agree,"Self-exploration and experimentation,Educational webinars or conferences",,"Designing course materials,Supporting students' learning through Q&A",,"I find it difficult to integrate AI-generated content with my existing teaching materials.,I am concerned about maintaining academic integrity when using AI tools.",,"Increased efficiency in preparing teaching materials,Reduced workload for administrative tasks",,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,"Potential for students to use AI tools to cheat or plagiarize,Overreliance on AI, leading to reduced critical thinking and problem-solving,Lack of transparency in how AI systems create content",,Strongly Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Creating personalized learning materials for students,Supporting students with additional resources","Making complex concepts easier for students to understand,Enhancing the quality of the materials I provide",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5ni0SvQMCVHk9RD,100,331,TRUE,anonymous,EN,Proceed,Teacher in Software Development,,,2,,,I use them frequently (daily or multiple times a day),"ChatGPT (Free version),ChatGPT (Plus / Pro),Gemini,Llama",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Agree,Agree,Agree,Agree,"Self-exploration and experimentation,Mentorship or guidance from professors/mentors,From friends or colleagues",,"Designing course materials,Creating learning activities,Explaining complex concepts,Automating administrative tasks (e.g., scheduling, communication)",,"I struggle with assessing the accuracy or reliability of the information generated by AI tools.,The AI outputs are often too generic or not tailored to my specific teaching needs.,I am concerned about ethical issues regarding the use of AI tools in my teaching.,I am concerned about maintaining academic integrity when using AI tools.",,"Increased efficiency in preparing teaching materials,Improved quality of content creation,Enhanced ability to personalize learning for students,Enhanced student learning outcomes",,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,"Potential for students to use AI tools to cheat or plagiarize,Overreliance on AI, leading to reduced critical thinking and problem-solving,Difficulty in ensuring academic integrity when using AI-generated materials",,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,"Creating personalized learning materials for students,Enhancing student engagement with interactive content,Supporting students with additional resources","Making complex concepts easier for students to understand,Enhancing the quality of the materials I provide,Developing new ways to assess student learning",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3PuLYDYPmYXQJxY,100,425,TRUE,anonymous,EN,Proceed,Teacher in Software Development,,,25,,,I use them frequently (daily or multiple times a day),"ChatGPT (Plus / Pro),GitHub Copilot,Gemini,Llama,New Bing",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Online tutorials or courses (e.g., Coursera, YouTube),Self-exploration and experimentation,Educational webinars or conferences",,"Designing course materials,Creating learning activities,Supporting students' learning through Q&A",,"I struggle with assessing the accuracy or reliability of the information generated by AI tools.,I am concerned about maintaining academic integrity when using AI tools.",,"Increased efficiency in preparing teaching materials,Improved quality of content creation",,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,"Overreliance on AI, leading to reduced critical thinking and problem-solving,Bias in AI-generated teaching materials or feedback,Lack of transparency in how AI systems create content,AI tools replacing meaningful student-teacher interactions,Difficulty in ensuring academic integrity when using AI-generated materials",,Strongly Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Automatically generating entire lesson plans with no modification,Supporting students with additional resources","Making complex concepts easier for students to understand,Enhancing the quality of the materials I provide,Developing new ways to assess student learning",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_43rL27aq02HIrzR,4,39,FALSE,anonymous,EN,Proceed,Software Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
